0,1,2,3
Army exec in Bicol says more troops needed to crush NPA,"LEGAZPI CITY – A top military officer admitted that the deployment of more troops in the Bicol region is needed in the fight against insurgency.Brigadier General Greg Almerol, Sorsogon-based 903rd Infantry Brigade commander, said he supports the pronouncement of President Duterte, of including Bicol region in Memorandum Order 32 as one of the areas which need additional forces “to suppress lawless violence.”“The incidents of violence recorded in Bicol region is high for the past few months,  particularly the attacks by New People’s Army (NPA) in Camarines provinces,” he said.Almerol also admitted that Bicol lacks Army troops because most of the soldiers here have been deployed in Mindanao.“We need additional armed forces to address the threats,” he said.Asked about the strength of the New People’s Army and other terrorist groups in the region, Almerol said: “Actually they are almost eliminated, but we really need more troops in order to fasten the time frame in crushing them.”On Monday, 107 members of the NPA operating in the towns of Claveria and Aroroy in Masbate province surrendered to authorities, turning over 19 firearms.",2018-11-29,https://newsinfo.inquirer.net/1058447/army-exec-in-bicol-says-more-troops-needed-to-crush-npa
De Lima ‘worries’ of ‘sinister’ goals in sending more troops to provinces,"Opposition Senator Leila De Lima on Wednesday raised doubt on the real objective of additional troop deployment to Samar, the Negros Island, and Bicol region, pointing out the move’s timing “being so close to the campaign season.”The detained critic of President Rodrigo Duterte said sending more soldiers those areas on account of “lawless violence” is “highly suspect.”“Although the President has the power to call out the Armed Forces of the Philippines (AFP) in case of lawless violence, the timing of the additional troop deployments being so close to the campaign season worries us that there are sinister motivations behind the President’s move,” De Lima said in a dispatch from Camp Crame.“It might be intended and used for purposes other than its avowed objective. One of them is influencing and controlling the conduct of the election campaign,” she added.
According to De Lima, presence of more soldiers in Samar, the Negros Island, and Bicol region could prevent opposition candidates from reaching certain areas to campaign since the military could restrict access there by merely citing supposed threats from rebels or military operations against “lawless elements.”De Lima said the three provinces covered by Duterte’s Memorandum Order No. 32, especially Bicol Region, are areas where the opposition maintains significant presence.“Curtailing the movement of opposition candidates not only in these areas but in other provinces as well will certainly affect the reach of their campaign and the chances of their candidacy,” the senator said.De Lima further said the military could also restrict the exercise of people’s right to vote, “with the aim of effecting a low voter turn-out in opposition areas.”She expressed hope, however, that the Armed Forces of the Philippines would remain true to its constitutional mandate and not engage in partisan politics.
“The right to suffrage is one of the last remaining basic rights that we still enjoy relatively unimpaired despite the current conditions of political repression and human rights violations under the Duterte regime. We cannot let it suffer the same fate as it is the only remaining voice we have to protest and resist authoritarian rule,” she said.Memorandum Order No. 32 instructs the deployment of additional soldiers and policemen to Samar, Negros Oriental, Negros Occidental, and the Bicol region to “suppress lawless violence and acts of terror” in these areas.READ: Duterte deploys more cops, soldiers to Negros, Samar, BicolThe memorandum also allows intensified intelligence operations, as well as investigation and prosecution of persons or groups behind “acts of lawless violence.”It noted that a “number of sporadic acts of violence have occurred recently” in several provinces. /kga",2018-11-28,https://newsinfo.inquirer.net/1058006/de-lima-worries-of-sinister-goals-in-sending-more-troops-to-provinces
"CHR to Duterte: Probe cause of violence in Samar, Negros, Bicol","The Commission on Human Rights (CHR) has called on government to address violence in Negros, Samar, and in Bicol instead of merely sending additional military personnel to these areas.CHR spokesperson Jacqueline de Guia on Monday said the recent violence in these areas “demands thorough investigation and expedient justice for the victims.”“We call on the government to address these problems instead of simply increasing the presence of security forces, which may escalate tension and fuel fear in the community,” De Guia said in a statement.“We urge the government to pursue development solutions rather than military approach to truly address the long standing problems that impact the basic rights and dignity of the people,” she added.De Guia issued the statement after President Rodrigo Duterte ordered the deployment of more soldiers and police officers into Samar, Negros Oriental, Negros Occidental, and the Bicol region.The deployment, said the President, would “suppress lawless violence and acts of terror” in these area.READ: Duterte deploys more cops, soldiers to Negros, Samar, BicolDe Guia said government should find the root cause of the violence in these areas in order to the stop the cycle.“This is the more immediate clamor that needs to be addressed to truly stop the cycle of violence. Moreover, there is a need to address the root causes of violence—primarily land issues and the plight of farmers in the said areas,” she said.A “number of sporadic acts of violence” have occurred in several provinces and was noted by the government.Some of the acts of violence that were noted were the ambush killing of San Jose de Buan, Samar Mayor Ananias Rebato; the killing of a police official in Guihulngan, Negros Oriental; the massacre of nine farmers in Sagay City, Negros Occidental; and the ambush of a convoy carrying Food and Drug Administration Director Deneral Nela Charade Puno in Camarines Sur.  /muf",2018-11-24,https://newsinfo.inquirer.net/1056728/chr-to-duterte-probe-cause-of-violence-in-samar-negros-bicol
"Palace says additional troop deployment to ‘support,’ not to take over provinces","Presidential Spokesperson Salvador Panelo. INQUIRER file photoPresidential Spokesperson Salvador Panelo on Friday clarified that President Rodrigo Duterte ordered more troop deployment to some provinces in the country to provide the needed “support” for local government units there amid what it called “a wave of lawless violence” in the area.Panelo issued the remark in defense of Duterte’s Memorandum Order 32 which asked the police and military to deploy more law enforcers in the provinces of Samar, Negros Occidental, Negros Oriental and in the Bicol region.“If the civilian government cannot handle it, then there’s a need for support. And even if they can handle it, there’s a need for support coming from the PNP (Philippine National Police). That’s exactly the job of the PNP and the AFP (Armed Forces of the Philippines) – to suppress lawless violence,” Panelo said in an interview on ABS-CBN News Channel.Asked to clarify if the troops will be there to just “support” and not to “take over” the provinces, Panelo said: “Definitely, yes. Of course.”In a separate statement, the Palace official enumerated incidents of lawless violence in the aforesaid places in the past months which prompted Duterte to issue MO 32READ: Duterte sends more troops in Bicol, Samar, Negros vs ‘lawless violence’Panelo said these incidents include “killing and ambush of uniformed personnel, attacks on police stations, torching and destruction of equipment, the massacre of civilians and murders of local officials.”In Samar, the Palace cited the ambush of soldiers providing relief to victims of a typhoon, an armed attack at the police station in Lapinig, an ambush attack against the 63rd Infantry Battalion in Matuguinao, and an assault on the former mayor of San Jose de Buan.READ: Alleged NPA members raid police station in N. Samar; 2 cops hurt“We have also witnessed acts of lawlessness in the province of Negros Oriental such as, but not limited to, torching of heavy equipment in Manjuyod, strafing of the house of the barangay chairman, attack of police detachments, and the killing of a police chief in separate occasions in Guihulngan,” Panelo said.In the province of Negros Occidental, Panelo noted the attack against the 62nd Infantry Battalion while conducting clearing and combat operations in preparation for the barangay and Sangguniang Kabataan elections in Kabankalan and the massacre of the nine farmers in Sagay.READ: 9 sugarcane workers gunned down in Negros OccidentalMeanwhile, in the Bicol Region, the Palace noted a series of instances of lawless violence which include the ambush of the convoy of Food and Drug Administration (FDA) Director-General Nela Charade Puno in Camarines Sur, firefights in Lagonoy, and clash in Bato, among others.READ: FDA chief’s convoy ambushed; 3 cops killedPanelo, who is also Duterte’s chief legal counsel, explained that MO 32 is in accordance with the Duterte’s Proclamation No. 55 which declared a state of national emergency on account of lawless violence and ordered the police and military not just to suppress lawless violence in Mindanao but also to prevent them from spreading and escalating elsewhere in the country./ac",2018-11-23,https://newsinfo.inquirer.net/1056583/palace-says-additional-troop-deployment-to-support-not-to-take-over-provincestroops
"Duterte sends more troops in Bicol, Samar, Negros vs ‘lawless violence’","Executive Secretary Salvador Medialdea. FILE PHOTOPresident Rodrigo Duterte has ordered the deployment of additional troops to different provinces around the country to suppress “sporadic acts of violence” allegedly committed by lawless groups.Upon Duterte’s directive, Executive Secretary Salvador Medialdea signed Memorandum Order No. 32 on Thursday, calling for the deployment of supplementary state forces in Samar, Negros Oriental, Negros Occidental, and the Bicol Region.Based on the order, “there is a need to reinforce the directive of the President in order to prevent loss of innocent lives and destruction of property and bring the whole country back to a state of complete normalcy as quick as possible.”In 2016, the government declared a state of national emergency on account of lawless violence in Mindanao and called out the Armed Forces of the Philippines (AFP) and Philippine National Police (PNP) to undertake all necessary measures to suppress any and all forms of lawless violence in the region as well as prevent its spread and escalation elsewhere in the country.The memorandum also ordered the AFP, PNP, Department of Justice (DOJ) and other law-enforcement agencies with the assistance of the intelligence community, to intensify their local and transnational intelligence operations against individuals or groups suspected of, or responsible for, committing or conspiring to commit acts of lawless violence in the Philippines.The prompt investigation and prosecution of all individuals or groups apprehended for committing, or conspiring to commit, acts of lawless violence, is also being sought by the order.The memorandum stressed that “no civil or political rights are suspended during the existence of a state of national emergency on account of lawless violence.”“In particular, the AFP and PNP are enjoined to observe existing rules and jurisprudence in instances that may justify the implementation of warrantless arrests, searches and seizures, as well as ensure compliance with guidelines for police/military checkpoints and stop-and-frisk situation,” the memorandum reads.Any personnel found violating any of the foregoing constitutional rights shall be held administratively, civilly or criminally liable therefore, the order said. /kga",2018-11-23,https://newsinfo.inquirer.net/1056436/duterte-sends-more-troops-in-bicol-samar-negros-vs-lawless-violence
"8 nabbed in Bicol drug raids, buy-busts","LEGAZPI CITY – At least eight drug personalities were arrested Thursday in separate buy-busts and drug raids conducted by police in Bicol provinces, police reported Friday.Chief Insp. Maria Luisa Calubaquib, Bicol police spokesperson, said police operations were carried out in Camarines Sur, Carmarines Norte, and Albay led to the arrest of eight drug personalities and confiscation of several sachets of suspected “shabu” (crystal meth) and other drug paraphernalia.In Baao, Camarines Sur, suspects Alan Bigay, 35; Aldrin Villamer, 20; Reymar Magistrado, 35; and Jake Bedural, 20, were arrested while on a drug session around 5:50 a.m Thursday at Bigay’s residence in Barangay (village) Sta. Teresita. Police confiscated four sachets of suspected shabu from them.In a separate operation in the same village in Baao, police operatives armed with a search warrant collared Jose Florendo, 57, and seized from him five plastic sachets of suspected shabu around 6:30 a.m. also Thursday.In another drug raid at around the same time also in Baao, police arrested Jonathan Sinfuego, 45, resident of Barangay Sta. Teresita, and confiscated from him two plastic sachets of suspected shabu.Meanwhile, in Mercedes, Camarines Norte, Noli Arizabal Jr., 41, fisherman from Barangay Manquisoc, was arrested around 9:30 a.m. Thursday. Police seized from him three plastic sachets of suspected shabu.In Pio Duran, Albay, authorities arrested Andres Aquino, 37, a fish vendor, during a drug buy-bust operation around 10:40 a.m. in Barangay Banawan. Confiscated from him was five plastic sachets of suspected shabu. /kga",2018-11-16,https://newsinfo.inquirer.net/1054278/8-nabbed-in-bicol-drug-raids-buy-busts
Bicol police on ‘high alert’ beginning Tuesday for ‘Undas’,"LEGAZPI CITY – All police stations in Bicol region will be placed under “high alert” starting Tuesday for the observance of All Saints and All Souls Day on Nov. 1 and 2 this year, the Philippine National Police (PNP) in Bicol announced on Monday.Security measures are in place to make the two-day traditional religious event safe for residents and visitors who intend to pay their respects to their departed relatives in various private and public cemeteries across Bicol, said Chief Insp. Maria Luisa Calubaquib, Bicol police spokesperson.Calubaquib said the security plan dubbed “Oplan Undas” would field 6,000 policemen from the PNP regional command. The deployment aims to beef up local police units in various towns and cities in the six Bicol provinces.The security plan also includes the non-issuance of vacation leave to all police personnel during the period and the recall of leaves of absence earlier issued.Police assistance units dispatched in various cemeteries would check individuals bringing in any kind of liquor, firearms, and bladed weapons inside the cemeteries. The PNP would also carry out a traffic plan that would prevent congestion in major highways and road networks leading to cemeteries.The police, in coordination with the Philippine Army, would also secure vital government and private installations such as power and communication facilities.Meanwhile, the Department of Public Works and Highways (DPWH) in Bicol will reactivate a task group that will assist motorists during the religious event.Lucy Castañeda, DPWH Bicol spokesperson, said the regional office has directed district engineers to assign personnel to man the DPWH Motorist Assistance Centers in strategic locations of the region’s national highway.The motorist assistance service dubbed “Lakbay Alalay” would be operational starting Wednesday until November 4.The task group would be composed of engineers, mechanics, equipment operators, and service crew, Castañeda said./lb",2018-10-29,https://newsinfo.inquirer.net/1047962/bicol-police-on-high-alert-beginning-tuesday-for-undas
Reds own up to attack on FDA convoy in Camarines Sur,"HIGHWAY ATTACK Policemen secure a section of the highway in Lupi town, Camarines Sur, after an ambush staged by suspected communist rebels. —PHOTO COURTESY OF BICOL PNPNAGA CITY—The National Democratic Font (NDF) in Bicol admitted Friday that it is behind the attack on Food and Drug Administration Director Nela Charade Puno’s convoy at Lupi town in Camarines Sur province Thursday morning where three cops were killed and four others were wounded.In a statement released Friday afternoon, the NDF-Bicol said the attack carried out to express their disappointment over the delay in the resumption of peace talks with the administration.“The successful attack was our way of calling out the Duterte administration for completely neglecting the peace talks and for the extrajudicial killings in his admin that has already claimed thousands of lives in the country,” the NDF-Bicol statement read.The group, however, clarified that their target was the police escorts and not the FDA chief.“The targets of the command detonated explosives were the armed elements on board the police patrol car and not the vehicle carrying FDA Dir. Nea Charade Puno,” it said.According to the group, they have acquired tactical information from the Philippine National Police (PNP) itself.“Romulo Jallores Command-NPA (New People’s Army) Bicol appreciates the PNP where the tactical information came from. Gen. (Oscar) Albayalde was right when he said there were lapses when it comes to intelligence in VIP (Very Important Person) escorting,” the statement said.The NDF-Bicol then said the so-called “Red October” plot, which the administration was claiming, is not true.“Instead of pushing the peace talks, the administration continues to spread wrong information. They have intended to spread the fake Red October ouster plot to condition the minds of the Filipinos and to gain grounds on declaring martial law in the country,” the statement said.It also condemned the “attempts” of the Armed Forces of the Philippines to execute “those who will be supporting” the rebel group. /kga",2018-10-19,https://newsinfo.inquirer.net/1044935/reds-own-up-to-attack-on-fda-convoy-in-camarines-sur
No classes in Albay on Oct 16 due to Bicol-wide transport strike,"LEGAZPI CITY – The provincial government of Albay has announced the suspension of classes on Tuesday, October 16, in anticipation of a region-wide transport strike.Albay Gov. Al Francis Bichara said in a public announcement on social media that classes in all levels of public and private schools will be suspended as Concerned Drivers and Operators (Condor-Piston) carry out their transport strike in Bicol.Ramon Rescovilla, secretary general of Condor-Piston Bicol, said in a previous interview that the strike of public utility jeepneys will run for 24 hours.Condor-Piston will stage the transport strike to demand the government to lower the prices of petroleum products. /kga",2018-10-15,https://newsinfo.inquirer.net/1043095/no-classes-in-albay-on-oct-16-due-to-bicol-wide-transport-strike
DepEd Bicol to probe teacher’s slay,"LEGAZPI CITY—The Department of Education (DepEd) regional office is set to conduct a fact-finding investigation into the killing of a 23-year-old public school teacher here on Tuesday night.DepEd Regional Director Gilbert Sadsad is now working closely with authorities in a bid to resolve the stabbing of Mylene Durante in Pio Duran town.“We will accord the necessary actions for our learners and teachers impacted by this tragic incident,” Sadsad said in a statement.Durante, a resident of Polangui town, sustained stab wounds after an alleged rape attempt.”We are deeply saddened by this tragedy. Our hearts go out to those impacted by this tragedy, especially to the family of our teacher,” Sadsad said.Durante was sleeping at the principal’s office of Oringon Elementary School in Oringon village along with two grade 6 students when the incident happened. The two students also sustained stab wounds.The suspect, a 17-year-old grade 12 student (not grade 8 as previously reported) from Binudigahan High School, is now in the custody of the police.Sadsad said they will be providing authorities any resources needed in the investigation.“We are thankful to the local Philippine National Police officials of Oringon, who took appropriate actions,” Sadsad said. /kga",2018-10-10,https://newsinfo.inquirer.net/1041382/deped-bicol-to-probe-teachers-slay
"100,000 bags of imported rice set to be distributed to Bicol stores","LEGAZPI CITY – Close to 100,000 bags of imported rice are available for distribution to various National Food Authority (NFA)-accredited rice outlets in Bicol, Nelsie Alcantara, NFA spokesperson, said on Thursday.Alcantara said the rice inventory indicates that the NFA’s buffer stock of 95,588 rice could sustain the region’s rice consumption requirements for 10 days.The buffer stock would be bolstered as soon as the 164,000 bags of rice from Thailand would be completely unloaded this Sunday, she said.“The ongoing unloading should have been completed but was hampered due to bad weather during the past days,” Alcantara said.Meanwhile, the Regional Task Force created to monitor the supply, accessibility, and prices of rice in the market reported that it had not encountered cases of rice hoarding, or price manipulations in rice trading outlets that went through inspection and inventory.The task force is composed of representatives from the Departments of Agriculture, Trade and Industry, Justice and the Philippine National Police.At least 39 big rice trading outlets in Bicol were inspected and went through inventory, Alcantara said. No incidence of rice hoardings and rice stock diversion were found.NFA is selling the imported rice at P32 per kilogram while the agency has allowed consumers to buy a maximum of 20 kilos a day from accredited NFA outlets. Commercial rice in Albay is being sold at P42 per kilo for regular milled rice and P43 to P45 per kilo for well-milled rice.The agency has 2,210 accredited rice outlets in Bicol.",2018-10-04,https://newsinfo.inquirer.net/1039091/100000-bags-of-imported-rice-set-to-be-distributed-to-bicol-stores
