0,1,2,3
"Sorsogon evacuates more than 10,000 due to ‘Nina’","LEGAZPI CITY – Provincial Disaster Risk Reduction and Management Council (PDRRMC) in Sorsogon has evacuated 2,199 families or 10,796 persons in the province due to Typhoon “Nina” (international name: Nock-ten).

Raden Dimaano, Sorsogon PDRRMC head, said in a report that the evacuees were from 34 villages in towns of Bulusan, Casiguran, Donsol, Gubat, Irosin, Magallanes, Matnog and Prieto Diaz. These are areas prone to flooding and storm surge.

On Sunday morning, 8,791 passengers, 159 vehicles, 286 trucks and 144 buses were stranded in Matnog port. Some of the passengers were transferred to different evacuation centers in Irosin, Juban, Casiguran and Sorsogon City as the typhoon intensified Sunday evening.",26/12/2016,https://newsinfo.inquirer.net/856590/sorsogon-evacuates-more-than-10000-due-to-nina
Gov’t ‘working around the clock’ for relief work due to ‘Nina’,"The government on Sunday assured that it was ready for disaster and relief operations as typhoon “Nina” pummels parts of the Visayas.

“Government workers in the Bicol region, particularly those involved in disaster relief and operations, are working round-the-clock even on Christmas Day as typhoon Nina maintains its strength and continues to pose a serious threat to Bicol region,” Communications Secretary Martin Andanar said in a statement.

As of 2 p.m., the state weather bureau said Nina intensified at 185 kilometers per hour (kph) and gusts of up to 255 kph.

The Philippine Atmospheric, Geophysical and Astronomical Services Administration (Pagasa) said the typhoon was last spotted at 150 kilometers east of Virac, Catanduanes, moving westward at 15 kph.

Public storm Signal No. 4 was raised over Catanduanes while signal No. 3 was raised over Burias Islands, Albay, Camarines Norte, Camarines Sur, southern Quezon.

Signal No. 2 was hoisted over Masbate including Ticao Island, Sorsogon, Oriental Mindoro, Batangas, Laguna, rest of Quezon including Polillo Island, Marinduque, and Romblon.

Metro Manila, Rizal, Bataan, Occidental Mindoro including Lubang Island, Nueva Ecija, Aurora, Southern Quirino, Southern Nueva Vizcaya, Zambales, Pampanga, Bulacan, Tarlac and Cavite were placed under Signal No. 1.

Thousands of residents were evacuated in the areas affected by the typhoon as 22 evacuation centers were designated in Bicol.

As of 12 noon, the regional office of the Department of Social Welfare and Development (DSWD) in Bicol said that 4,312 passengers have been stranded, while 36 barangays, 1,878 families and 8,708 persons have been affected.

The DSWD Bicol has provided 732 family food packs, 2,549 ready to eat meals, 1,585 malong, 885 plastic mats, 885 mosquito nets, 885 blankets and 585 dignity kits, amounting to P1,798,174.30 to 27 Local Government Units (LGUs). ",25/12/2016,https://newsinfo.inquirer.net/856478/govt-working-around-the-clock-for-relief-work-due-to-nina
"76,000 evacuated in Albay as Typhoon Nina moves closer to Bicol","LEGAZPI CITY, Albay—A total of 15,376 families or 76,399 persons were evacuated in Albay as Typhoon “Nina” (international name: Nock-ten) approaches Bicol to make landfall in Catanduanes Sunday afternoon.

Based on data of Albay Public Safety and Emergency Management Office (Apsemo), there were 6,004 families or 30,020 persons who spent their “Noche Buena” in evacuation centers in Polangui town while 6,669 families or 33,345 persons were evacuated in Pioduran. 50 families or 250 persons in Malinao, 132 families or 661 persons in Legazpi City, 46 families or 199 persons in Manito, 603 families or 3,015 persons in Guinobatan and 1,872 families or 8,909 in Camalig also had to leave their homes as pre-emptive measure against the coming typhoon.

READ: Typhoon ‘Nina’ barrels toward Bicol; storm signals up in 38 areas

Cedric Daep, head of Apsemo said they are targeting at least 40,000 persons to be evacuated due to the threat of flooding, landslide, strong winds and storm surge this Sunday.

READ: Christmas Day exodus

“We cannot accommodate all of these families in schools. Some of them were evacuated in private houses,” he said.",25/12/2016,https://newsinfo.inquirer.net/856428/76000-evacuated-in-albay-as-typhoon-nina-moves-closer-to-bicol
"Close to 5,000 stranded on Christmas in Bicol ports due to ‘Nina’","LEGAZPI CITY, Albay—The number of passengers stranded by Typhoon “Nina” (international name: Nock-Ten) on Sunday, Christmas Day, in Bicol ports has reached 4,860.

As of 4 a.m., Philippine Coast Guard Bicol has recorded 1,617 in Albay, 3,032 in Sorsogon, 59 in Masbate and 152 in Camarines Sur. At least 12 vessels, 541 vehicles, including rolling cargoes, and three motorbancas were also stranded.

The stranded passengers were given shelter in the different ports in the region.",25/12/2016,https://newsinfo.inquirer.net/856393/close-to-5000-stranded-on-christmas-in-bicol-ports-due-to-nina
Christmas Day exodus,"LEGAZPI CITY—Officials plan to evacuate over 1 million people in the path of Typhoon “Nina” (international name: Nock-Ten) in at least one province in the Bicol region where it was expected to make landfall on Sunday, Christmas Day.

Albay Gov. Al Francis Bichara said the mandatory evacuation of 207,774 families, or more than 1 million individuals, from villages prone to flooding, landslide, mud/lahar flow and storm surges would be completed early on Sunday. According to the provincial disaster office there were 1,616 such villages.

Partial data from the Provincial Disaster Risk Reduction and Management Council (PDRRMC) showed there were about 59,790 families living in low-lying villages, 21,294 families in areas prone to landslides, 34,631 families in areas in the path of lahar flows from Mayon Volcano, and 29,087 families in coastal communities vulnerable to storm surges.

Packing maximum winds of 175 kilometers per hour and gusts of up to 215 kph, Nina was barreling toward Bicol around 4 p.m. on Saturday. It was located about 390 kilometers east of Catanduanes, where it was forecast to make landfall on Sunday afternoon or evening. It was expected to dump moderate to heavy rains over an area 500 km in diameter.

“We issued an advisory to local government units this morning to conduct preemptive evacuations,” Rachel Miranda, spokesperson for the civil defense office in the Bicol region told Agence France-Presse (AFP) on Saturday.

Cedric Daep, civil defense chief for Albay, told AFP at least 400,000 people in Bicol region needed to be evacuated.

“Our evacuation centers will not be able to accommodate all of them,” he said. Others were being asked to stay with relatives or friends.

Bichara directed the Department of Education to open school campuses for use as emergency shelters.

Camarines Sur Gov. Miguel “Migz” Luis Villafuerte ordered an evacuation since Friday of families living in danger zones—

along the coasts and riverbanks, flood-prone and landslide-prone communities—and in houses made of light materials.

Zero-casualty target

 

“We are targeting zero casualty this time,” Villafuerte told mayors.

By Saturday noon, Tropical Cyclone Warning Signal No. 1 had been hoisted over southern Quezon, Camarines Norte, Camarines Sur, Catanduanes, Albay, Sorsogon and Masbate including Ticao and Burias Island, and northern Samar, Samar and eastern Samar.

The Philippine Atmospheric, Geophysical and Astronomical Services Administration (Pagasa) also expected to raise storm Signal No. 1 over northern Quezon including Polillo Island, Marinduque and Romblon.

Nina is forecast to cross the Bicol region on Sunday night, and by Monday, “it will already be felt in Calabarzon, central Luzon, Metro Manila and parts of Mimaropa (Mindoro, Marinduque, Romblon, Palawan),” said Pagasa forecaster Benison Estareja.

He said Nina could weaken once it makes landfall. “But its impact will still be strong once it gets to southern Luzon and Metro Manila,” he said.

Metro Manila, Bicol, Calabarzon (Cavite, Laguna, Batangas, Rizal, Quezon), Bulacan, Pampanga, Bataan, Zambales, Marinduque, Oriental and Occidental Mindoro and Northern Samar should expect stormy weather on Sunday and Monday.

The Public Safety Department of Calapan City, capital of Oriental Mindoro, has raised a red alert even if it will not be directly hit by the typhoon, said disaster response coordinator Nelson Aboboto.

Pagasa warned heavy rains may trigger flash floods and landslides in areas along Nina’s path, where strong winds could topple some structures and uproot trees. It also warned possible storm surges of up to 2 meters in coastal areas.
Estareja said sea travel in northern Luzon and the eastern seaboards of central Luzon, southern Luzon and Visayas would be dangerous due to the effects of both the surge of the northeast monsoon and the typhoon.

 

Stranded

Thousands heading home for Christmas were stranded in Bicol ports and several flights to the region have been canceled on Saturday, according to Bernardo Rafael Alejandro, chair of the Bicol Regional Risk Reduction and Management.

He said more than 3,600 passengers were stranded, most of them at the Matnog and Pilar ports in Sorsogon province, and some in Pasacao in Camarines Sur, Masbate and Albay as of noon on Saturday, along with close to 400 trucks, buses and cars.

The Philippine Coast Guard in Bicol stopped vessels in major ports in the region from sailing after Pagasa raised storm warning Signal No. 1 over the area.",25/12/2016,https://newsinfo.inquirer.net/856363/christmas-day-exodus
"Stranded passengers in Bicol ports rise to over 3,600","LEGAZPI CITY – The number of stranded passengers in Bicol ports rose to 3,682 due to the threat of Typhoon “Nina” (international name: Nock-ten) Saturday afternoon.

Bernardo Alejandro, Office of Civil Defense Bicol director, said in a report that there were 561 stranded passengers in Albay, 2,878 in Sorsogon, 19 in Catanduanes, 74 in Masbate and 150 in Camarines Sur.

At least 17 sea vessels, six motorbanca and 394 rolling cargoes were also stranded in Bicol ports due to the suspension of sea travel.

The Philippine Atmospheric Geophysical and Astronomical Services Administration predicted “Nina” to make landfall over Catanduanes on Sunday, Christmas day. ",24/12/2016,https://newsinfo.inquirer.net/856278/stranded-passengers-in-bicol-ports-rise-to-over-3600
"3,600 evacuated in Albay town due to ‘Nina’","LEGAZPI CITY – At least 720 families or 3,600 persons were evacuated in Guinobatan town in Albay due to the threat of Typhoon “Nina” (international name: Nock-ten) Saturday afternoon.

Guinobatan Mayor Gemma Ongjoco said they have started the evacuation of families from villages of Tandarora and Maninila, both flood and lahar prone areas, at around 1 p.m.

Ongjoco said the evacuees will receive the usual package for evacuation such as 5-kilo of rice, canned goods, noodles and hygiene kits.

“There’s no special package for ‘Noche Buena,’ we are still waiting for Department of Social Welfare and Development Office,” she said.

In Camalig town, Rommel Negrete Jr., municipal disaster risk reduction and management officer, said they are expecting to evacuate 5,200 families or 26,000 persons Saturday night until Sunday morning.

These families are at risk from flooding, landslide and lahar flow.

“We will be utilizing the 33 schools while other evacuees have already transferred to their neighbors,” he said.

On Saturday morning, the Provincial Disaster Risk Reduction and Management Council (PDRRMC) ordered mandatory pre-emptive evacuation in 15 towns and three cities of Albay.

Based on the data of Albay Public Safety and Emergency Management Office, there are 59,796 families or 286,160 prone to flooding and lahar flow in the province.

READ: Over 1-M Albay villagers to be evacuated as ‘Nina’ threatens Bicol

Jerry Deo, provincial disaster risk reduction and management officer of Catanduanes, said the PDRRMC already ordered pre-emptive evacuation but there were no evacuation movement yet in different towns.

“We are still experiencing calm weather; we cannot force people to evacuate in this situation,” he said.",24/12/2016,https://newsinfo.inquirer.net/856275/3600-evacuated-in-albay-town-due-to-nina
Over 1-M Albay villagers to be evacuated as ‘Nina’ threatens Bicol,"LEGAZPI CITY – Albay Gov. Al Francis Bichara said that mandatory evacuation would be carried out on Sunday in all villages prone to flooding, landslide, mud/lahar flow, and storm surges as pre-emptive measure against Typhoon “Nina” (international name: Nock-ten).

Disaster authorities would be moving out 207,774 families or over a million people living in flood, landslide, lahar flow and storm surge prone areas in three cities and 15 towns in Albay.

Provincial Disaster Risk Reduction and Management Council (PDRRMC) data indicate that there are 1,616 villages threatened by flooding, landslide, lahar flow and storm surge should “Nina” hit the province by Sunday.

PDRRMC data also shows that there are about 59,790 families living in low-lying villages at risk of flooding, 21,294 families in landslide areas, 34,631 families in lahar prone areas and 29,087 families in
coastal areas at risk of storm surges.

Bichara said some local MDRRMO have begun moving villagers to safer grounds as a preventive measure against the typhoon’s moderate to heavy rains and strong winds. He also directed the Department of Education (DepEd) to open safe school campuses for evacuation use.

Albay province was placed under “state of imminent disaster” to facilitate the use of the disaster calamity fund by local disaster councils on Friday.",24/12/2016,https://newsinfo.inquirer.net/856269/over-1-m-albay-villagers-to-be-evacuated-as-nina-threatens-bicol
Cancelled flights due to typhoon ‘Nina’,"Several domestic flights have been cancelled due to bad weather caused by typhoon “Nina” (international name: Nock-Ten).

Nina intensified into a typhoon on Saturday morning and is expected to make landfall over Catanduanes on Sunday, Christmas Day. Twelve areas were placed under Signal No. 1 in the latest advisory of the state weather bureau.

More than 2,300 passengers were stranded in ports in Bicol region. The local government of Camarines Sur also ordered preemptive evacuation of residents living in danger zones.

The following Cebu Pacific flights scheduled on Dec. 25, Sunday, have been cancelled:

DG6163/6164 Manila-Virac- Manila
DG6165/6166 Manila- Virac – Manila
5J325/326 Manila-Legazpi- Manila
5J327/328 Manila-Legazpi- Manila
DG6193/6194 Manila-Legazpi- Manila
DG6195/6196 Manila-Legazpi- Manila
DG6204/6205 Cebu-Legazpi-Cebu
DG6113/6114 Manila-Naga- Manila
DG6117/6118 Manila-Naga- Manila
Cebu Pacific said affected passengers may rebook their flight within 30 days from the original departure date or opt for fill refund or travel fund.

Charter airline Air Juan also announced the cancellation of the following flights on Monday, Dec. 26:

Subic-Manila
Manila-Subic
Manila-Puerto Galera
Puerto Galera-Manila
Manila-Boracay
Boracay-Manila
Manila-Busuanga
Busuanga-Manila
The airlines said affected guests may rebook their flights, refund airfare without penalties, or travel credits for future flights",24/12/2016,https://newsinfo.inquirer.net/856260/cancelled-flights-due-to-typhoon-nina
"Thousands stranded as air, sea travel suspended in Bicol due to ‘Nina’
","LEGAZPI CITY, Albay—Air and sea transportation across Bicol were canceled on Saturday as Typhoon “Nina” (international name: Nock-Ten) threatens to hit the region on Sunday, the Office of Civil Defense (OCD) said Saturday.

Bernardo Rafael Alejandro, OCD regional director and Bicol Regional Risk Reduction and Management (RDRRMC) chair, said there were 2,264 passengers stranded in Matnog and Pilar ports in Sorsogon province and Pasacao in Camarines Sur around noon Saturday. Three hundred and thirty cargo trucks, passenger buses and cars were also stranded.

READ: Typhoon Nina strands more than 2,300 passengers in Bicol ports

He said the Philippine Coast Guard Bicol suspended sea travels in major ports in Bicol after the state weather bureau raised the storm warning signal 1 over Cantanduanes, Sorsogon, Albay and Camarines Sur.

READ: Typhoon Nina stronger but slower; 12 areas under Signal No. 1

The plane flights of the Cebu Pacific Air from Manila to Virac in Catanduanes, Legazpi City in Albay, Cebu and Naga City were likewise canceled due to “Nina.”",24/12/2016,https://newsinfo.inquirer.net/856243/thousands-stranded-as-air-sea-travel-suspended-in-bicol-due-to-nina
"Typhoon Nina strands more than 2,300 passengers in Bicol ports","LEGAZPI CITY, Albay—More than 2,300 passengers who were rushing home for Christmas were stranded in ports of Bicol region due to Typhoon “Nina” (international name: Nock-Ten) as of Saturday morning.

Rachelle Miranda, information officer of Office of Civil Defense (OCD) Bicol, said as of 6 a.m., 2,212 were stranded in Sorsogon province while 52 were in Camarines Sur. At least 331 rolling cargoes and four motorbanca were also stranded.

Meanwhile, the OCD 5 is now on red alert status all over Bicol. The Philippine Atmospheric, Geophysical and Astronomical Services Administration predicted “Nina” to make landfall over Catanduanes on Sunday.",24/12/2016,https://newsinfo.inquirer.net/856221/typhoon-nina-strands-more-than-2300-passengers-in-bicol-ports
Piccolo firecrackers hurt two minors in Albay,"LEGAZPI CITY, Albay—Two minors were hurt in separate firecracker-related incidents in Albay on Thursday, the Department of Health-Bicol said Friday.

Jimbo Guerrero, coordinator of Aksyon Paputok Injury Reduction (Apir), said victims were a 13-year-old boy from Barangay (village) Basud in Polangui town and a seven-year-old girl from Libod village in Camalig town.

Both incidents happened at around 7 p.m.  Thursday, Guerrero said. Victims were brought to Josephina B. Duran hospital in Ligao City due to minor hand injuries.

Guerrero said they are expecting lower number of firecracker-related injuries this year because of the strengthened campaign of the Philippine National Police.

In 2015, they have recorded 123 cases.

Among the towns and cities with highest records were Polangui, Camalig, Legazpi City, Daraga and Tabaco City.",23/12/2016,https://newsinfo.inquirer.net/855970/piccolo-firecrackers-hurt-two-minors-in-albay
"‘Tokhang’ for rapists, group urges
","LEGAZPI CITY—Women activists in Bicol are demanding tough measures to stop a surge in cases of violence against women (VAW) in the region, calling on police to carry out its “Oplan Tokhang” (Knock and Plead) against drug suspects on sex offenders as well.

Jenelyn Nagrampa, secretary general of Gabriela Bicol, said President Duterte has no concrete plan to stop VAW cases which have reached alarming levels already.

“If there is ‘Oplan Tokhang’ for drug personalities, why not have ‘Oplan Tokhang’ for rapists, too?” said Nagrampa.

“There is a program on the war on drugs but there’s no concrete plan on violence against women. If we will check the records, rape cases can be considered as alarming,” she said.

Senior Insp. Ma. Luisa Calubaquib, information officer of the regional police office in Bicol, said the region ranked first in number of VAW cases in 2013, prompting police to strengthen the campaign against VAW.

Calubaquib said police are “not just doing the tokhang” but are keeping a list of persons wanted for rape cases.

“The problem with rape cases is, most of the time, we cannot locate the suspects in the area,” she said.

In 2015, the Bicol police recorded 3,467 cases of VAW. From January 2016 to August 2016, at least 2,080 cases of VAW had been recorded in Bicol. At least 105 of these are rape cases.

Calubaquib said the regional police has been coordinating with the Department of Social Welfare and Development, through the department’s Pantawid Pamilyang Pilipino Program which gives police information on households.

Cristita Triunfante, member of the Philippine Commission on Women, said from 82.8 percent, corresponding to 9,021 cases, in 2011, violations of Republic Act No. 9262 or the Anti-Violence Against Women and Their Children Act of 2004 rose to 85.1 percent (28,892 cases) in 2015.

She said nationwide, at least 32,000 VAW cases had been reported in 2015.

Triunfante said the number of cases continued to increase despite efforts to end violence against women.

“We will not stop empowering women, especially those who are poor and uneducated,” she said.

Lawyer Arlene Alangco, director of the Commission on Human Rights in Bicol, said the region’s ranking as highest in terms of VAW cases is no cause for alarm, though.

It just means more victims are coming out in the open, she said.

She said “there is an active advocacy wherein victims are reporting their cases or organizations or agencies are active in submitting reports.”",19/12/2016,https://newsinfo.inquirer.net/854624/tokhang-for-rapists-group-urges
"Storm ‘Marce’ strands more than 2,500 in Bicol ports","LEGAZPI CITY—More than 2,500 passengers were stranded in ports in the Bicol region after the Philippine Coast Guard (PCG) suspended sea travel as Tropical Storm “Marce” crossed the region and provinces in the Visayas.

Ensign Lear Kenneth Ampalayo, assistant operations officer of PCG Bicol, said as of 8 a.m., 2,060 passengers were stranded in Sorsogon province, 401 in Albay province and 52 in Masbate province.

At least 224 vessels of different sizes were not allowed to sail until sea conditions improved, he said.

Bernardo Alejandro, Office of Civil Defense director in Bicol, said all local disaster risk reduction and management offices and other disaster response agencies were placed on alert while the storm moves toward Southern Tagalog and Visayas provinces. ",25/11/2016,https://newsinfo.inquirer.net/847924/tropical-storm-marce-strands-more-than-2500-in-bicol-ports
Train ride to Bicol ‘bumpy’,"NAGA CITY—It was not a smooth ride for the inspection run of the Philippine National Railways (PNR) train that would ply the Manila-Naga City route by Dec. 15.

The inspection train, made up of three coaches, left the Tutuban station in Manila at 5:15 a.m. on Friday, carrying PNR officials led by Joseline Geronimo, PNR officer in charge. The team had set out to reach Naga City in Camarines Sur province by nightfall Friday.

But it was a slow ride as informal settlers, wet market vendors, trees and sections of houses along the PNR track blocked the route in Laguna province.

Geronimo said the inspection was smooth until the train reached the Mamatid station in Cabuyao City, also in Laguna.

“After Mamatid, there were some interactions, encroachments by informal settlers [near the rail tracks],” Geronimo said.

The train had to stop at some point as PNR personnel remove debris, tree branches and trunks blocking the track or clear canopies of some houses.

In Calamba City, “talipapa” (village wet market) vendors were asked to move out for the train to pass through.

“We’ve fixed this issue (informal settlers) before but they just keep coming back. It’s one of the things we need to ask help from our local governments,” Geronimo said.

“Like in Candelaria (town in Quezon province), nakiraan pa kami (We had to ask permission to pass through). In Los Baños (town in Laguna), the coaches [hit the ground] in some elevated portions,” she said.

The train reached Lucena City at 11:30 a.m., stopping at the abandoned station. The PNR’s safety steel bar at the railroad crossing near the station and warning lights were broken.

The PNR is also checking track conditions and train speed restrictions in some areas.

As of 5 p.m. on Friday, the train was in Tagkawayan town in Quezon. It was expected to reach Ragay town in Camarines Sur at 6:30 p.m.

A portion of the railway bridge in Ragay that connects the villages of Apali and Apad is undergoing repairs, after it collapsed when a flash flood washed out one of its support foundations in March this year.

Geronimo said the inspection team would alight from the coaches in Ragay and transfer to another train to bring them to Naga City.

Ricarte Galopa, PNR security chief, said team members did not note any major safety issue along the route in Laguna and Quezon provinces.

The test run is in preparation for the planned resumption of the Manila to Bicol trips next month.

“After the test run, an assessment meeting will immediately follow to discuss some critical areas along the Manila-Bicol route, particularly the conditions of the bridges,” Geronimo said.

Geronimo said she would invite officials from local governments along the route to help the PNR solve local problems, particularly the clearing of houses along the tracks.",19/11/2016,https://newsinfo.inquirer.net/845759/train-ride-to-bicol-bumpy
"Ships sail again in Bicol, weather improves after ‘Karen’","LEGAZPI CITY, Philippines — As the weather normalized in Bicol with the passing of tropical storm “Karen”, disaster authorities on Sunday allowed 3,732 stranded passengers from the ports of Albay, Masbate, Catanduanes and Camarines Sur to sail, the Office of Civil Defense (OCD) in Bicol said.

The Philippine Coast Guard (PCG) gave the green light after the local weather bureau announced on its 8 a.m. advisory that the weather in the Bicol region was back to normal, according to Bernardo Rafael Alejandro, OCD Region 5 director.

“It is normal practice that we allow passengers to leave and ships to sail following the lifting of all public storm warning signals over the region,” Alejandro said in a phone interview.

He said majority of the passengers that were allowed to sail were bound for Samar and Leyte provinces in the Visayas.

As the weather improved, various provincial disaster risk reduction and management councils and their MDRRMCs began sending home 1,566 families (7,380 persons) that sought refuge in evacuation centers in Albay, Camarines Sur, Camarines Norte, Catanduanes and Sorsogon.

An OCD initial report on Sunday indicated that 12 towns in Bicol were affected by flooding brought by the downpour on Saturday. Landslides hit San Andres and Gigmoto towns in Catanduanes and Irosin town in Sorsogon.

A blackout has reportedly prevailed on the island province of Catanduanes since Saturday, while power outages affected 10 towns in Camarines Sur, three towns in Camarines Norte, two towns in Sorsogon and some areas in Albay.

The Catanduanes PDRRMC is still validating reports of two more typhoon-related deaths and three missing fishermen.

Last Saturday, Jerry Beo, Catanduanes PDRRM officer, said an unidentified man was found drowned along the shoreline of Barangay (village) Pananaogan.

 

Felicito Tesorero, 77, was also found dead in Barangay Buenavista,  in Bato, after going out to retrieve his carabao. A certain Rene Magtangob, 39, a resident of Barangay Sogod, Tigbao town, went missing after crossing Inagasan Creek Friday night or early Saturday.",16/10/2016,https://newsinfo.inquirer.net/825811/ships-sail-again-in-bicol-as-weather-improves-after-karen
Alert for evacuation up in Bicol as ‘Karen’ approaches,"LEGAZPI CITY—Local and disaster response officials on Friday alerted residents living around Mt. Mayon in Albay province and Mt. Bulusan in Sorsogon province to prepare for evacuation as tropical storm “Karen” approached the Bicol region.

On Friday morning, at least 10 families (50 people) living along river channels in Barangay (village) Mapaso near Mount Bulusan in Irosin town, Sorsogon, were evacuated due to threats of lahar flow triggered by heavy rain since Thursday, a report from the Regional Disaster Risk Reduction and Management Office (RDRRMC) said.

READ: Signal 2 over Catanduanes, CamSur as ‘Karen’ intensifies
Bernardo Rafael Alejandro, Office of Civil Defense (OCD) regional director and RDRRMC chair, said the villagers will stay with their relatives at the Irosin town center until the weather improves.

In Albay, officials warned villagers living near Mayon to avoid entering the 6-kilometer permanent danger zone due to landslides and lahar flow that may be induced by continuous rain. They were also advised not to cross swollen rivers should the rain intensify.

Alejandro said all disaster risk reduction and management councils in the region were asked to be on the alert until the storm passes.

Stranded passengers
More than 1,000 passengers were stranded in ports in Bicol as Karen approached Luzon.

READ: ‘Karen’ strands 1,000 passengers in Bicol ports
The Philippine Coast Guard (PCG), in an advisory on Friday noon, said 554 of these passengers were stranded in Albay province, 309 in Sorsogon province and 141 in Masbate.

Some 28 ships, 126 trucks, cars and buses and 43 motorized banca were also stranded after the PCG suspended sailing of all types of sea vessels.

Airport operations in the cities of Naga, Legazpi and Masbate remained normal on Thursday afternoon but some flights had been cancelled in Catanduanes.

A police report said a flashflood hit Barangay Lubas in San Andres town in Catanduanes but the road there remained passable to light vehicles.

The Albay provincial disaster risk reduction and management office warned fishermen not to sail out to sea while residents in coastal villages in the eastern section of the province were alerted to avoid storm surges.

The Department of Social Welfare and Development in Bicol has 30,000 food packs and 1,500 sacks of rice ready for distribution.",14/10/2016,https://newsinfo.inquirer.net/825409/alert-for-evacuation-up-in-bicol-as-karen-approaches
"Karen at full impact Sunday, threatens Luzon","MANILA — A potential typhoon is on a direct path to hit Luzon this weekend.

The Philippine Atmospheric Geophysical Astronomical Services Administration (PAGASA) said Tropical Depression Karen, which developed from a low pressure area monitored east of Mindanao, has been moving west northwest towards the Luzon landmass.

It was packing maximum sustained winds of 50 kilometers per hour near the center and gusts of 70 kph, on Thursday, and the cyclone will intensify as it nears the Bicol and Eastern Visayas regions on Friday, October 14.

“By Saturday (October 15), the entire Luzon and Visayas will have rains, especially Bicol, Quezon and Aurora,” PAGASA weather forecaster Benison Estareja said.

The full impact will be felt Sunday as the cyclone is expected to become a full-blown typhoon while it barrels towards northern and central Luzon.

Based on its speed and track, the potential typhoon is forecast to make landfall over northern Quezon and Aurora on Sunday afternoon October 16.

“It is intensifying and it’s possible it will become a typhoon before it makes landfall,” Estareja said.

PAGASA is expected to raise cyclone warning signals on Friday.

Estareja said the typhoon would continue to bring stormy weather on Monday, October 17, particularly over the Ilocos provinces, Zambales, Bataan as well as Metro Manila.

The cyclone is forecast to be out of the Philippine area of responsibility by Monday night.

The recent cyclones tracked over the country’s northernmost boundaries.

Typhoon Ferdie (international name Meranti) and Typhoon Helen (Megi) devastated Batanes and surrounding islands last month. ",14/10/2016,https://newsinfo.inquirer.net/825261/karen-at-full-impact-sunday-threatens-luzon
Bits of Bicol’s past in lawyer’s memoir,"What can make a book authored by a Bicolano lawyer an important read are the historical trivia and dash of idiosyncrasies defining his time a century ago.

“Confidencias Intimas” (Intimate Confidences) shares bits and pieces about the technology, education, politics, culture and the press through the lifetime of its author, lawyer Luis F. General from Naga City, from the late 1890s to the 1960s. It was published by Ateneo de Naga University Press.

Translated to English from its original Spanish manuscript by his great grandson, Jose Luis O. General, and the latter’s daughter, Beatriz G. Umali, the book contains unknown facts that fit into the historical narrative of Bicol, as well as in the different periods the author witnessed.

First phonograph

Awed by the new technology which an American teacher brought into the country in 1901, General remembered the first Edison phonograph being played in his class at a primary school in Ligao town (now city) in Albay province.

“The phonograph had the brand name, His Master’s Voice, and on the brand logo, there was an image of a dog listening intently in front of a phonograph,” General wrote, recalling the music machine brought by Louis McGregor, his American teacher whom the class called “Maestrong Luis” (Teacher Luis).

“How we children gaped in wonder at hearing the voice of a person singing very near, yet without seeing someone actually singing. For us it was truly marvelous,” he said.

General said the phonograph arrived in Ligao at a time when Gen. Simeon Ola, the last Bicolano revolutionary to surrender to the Americans, was “still marauding in the mountains of Guinobatan and Jovellar [towns].”

During his primary school years, General also noted the first automobile in Guinobatan and the only bicycle in Ligao. Commercial travel from Legazpi City to Manila during the early 20th century took two-and-a-half days and only by a steamship, named the Sorsogon.

End of Spanish era

General, a 1923 graduate of National University Law School in Washington, chronicled the end of an era when the Spanish language had to be supplanted by English in the courts, schools and official communications.

Introduced to the world of letters in Spanish through the catón (primary reader), and “Doctrina Cristiana,” a book on Christian doctrine, he lamented the demise of a language he loved and used to express and reason about the world around him.

“Spanish language was the lingua franca in the country at that time (referring to the early American period when he was a student); however what was happening now (in the 1960s, when he was writing the memoir) was the opposite. English not only outshone and laid Spanish aside; it had murdered it,” he said.

Orphaned in his teens, General completed his education through sheer determination and hard work. Throughout his education in Manila, he served and lived with the family of the doctor whom his family owed for the medical service provided his mother.

He worked as stenographer at the Senate and was a close-in staff member of President Manuel L. Quezon during the Commonwealth Period. This closeness to power gave him a front-row seat to witness the dynamics of national politics and the idiosyncrasies of Quezon.

General died in 1970 at the age of 77.",29/09/2016,https://newsinfo.inquirer.net/820069/bits-of-bicols-past-in-lawyers-memoir
