0,1,2,3
"Sailing ban in Bicol amid gale warning
","LEGAZPI CITY – Fishermen were told not to sail off the waters of Catanduanes, Camarines Norte and Camarines Sur provinces and off the eastern seaboards of Albay and Sorsogon on Wednesday following a gale warning bulletin by the local weather bureau.

Claudio Yucot, Office of Civil Defense (OCD) regional director, said the prevailing strong gale force prompted authorities to enforce the “no sailing” policy where fishing boats and small seacrafts were advised not the venture out to sea.

The coastal areas in the region would experience rough to very rough seas with waves as high as 3.4 to 4.5 meters.

Yucot, in a phone interview, said he already advised the various disaster councils about the no sailing policy as a preemptive disaster measure. ",01/11/2017,https://newsinfo.inquirer.net/942097/breaking-news-sailing-bicol-ramil-office-of-civil-defense
Bicol PNP throws tight security net around ‘Undas’ activities,"LEGAZPI CITY – Hundreds of policemen will be deployed to beef up security across the six provinces of Bicol for the observance of All Saints Day and All Souls Day or “Undas” on Wednesday and Thursday.

Senior Inspector Maria Luisa Calubaquib, Bicol police spokesperson, said the Philippine National Police (PNP) in Bicol would be on full alert as it launches “Oplan Undas.”

Tight security will be implemented with police assistance desks and checkpoints set up in all cemeteries, churches, transport terminals and major highways to secure the thousands expected to visit their departed family members.

Police will be on hand to assist incoming and outgoing passengers in various transportation hubs the cities of Naga, Legazpi, and Masbate, and in Virac town in Catanduanes.

Calubaquib said police at checkpoints would assist motorists and commuters, while other units would strictly enforce security checks in bus terminals and major seaports across the region.

Policemen are not allowed to go on leave and those on leave are being recalled for duty during the religious observance.

Calubaquib appealed to the public to not bring any bladed objects, liquor, portable radio stereo components and other prohibited items since these would be confiscated.

“Policemen will be very strict in checking belongings brought by people to the cemetery,” she said.

She said they would be issuing public advisories on the do’s and don’ts in the observance of Undas.

Calubaquib said they were closely coordinating with other government agencies and civic organizations in the implementation of the operation plan.

At the same time, she said, the police will be coordinating with the Army in securing cell sites and towers in remote villages to prevent attacks by New People’s Army rebels.",29/10/2017,https://newsinfo.inquirer.net/941317/breaking-news-bicol-all-saints-day-all-souls-day-undas-pnp-security-checkpoints-maria-luisa-calubaquib
Five fall in Bicol drug bust,"Anti-illegal drugs operatives arrested five people in a buy-bust operation in Camarines Sur that also yielded thousands of pesos worth of hydrochloride (shabu), the Philippine Drug Enforcement Agency (PDEA) said Thursday.

PDEA Regional Office 5 identified the suspects as Bryan Cesar B. Pederio, alias Maestro; Berna B. Magsino, alias Bern; Jhodel A. Nepomuceno, Charlote C. Caňa and Salvador Alegre Jr., alias Luis/Tatay.

The suspects were arrested Sunday in Progress Home Subdivision in Barangay Del Rosario, Canaman, Camarines Sur, PDEA Director General Aaron Aquino said in a statement.

Authorities seized seven tape-sealed transparent plastic sachets of suspected shabu, weighing more or less 15 grams worth P75,000 and the buy-bust money.

The suspects will be charged with possession and use of illegal drugs in violation of Sections 5, 13, 14, Article II of Republic Act 9165 or the Comprehensive Dangerous Drugs Act of 2002.",26/10/2017,https://newsinfo.inquirer.net/940613/news-drugs-pdea-shabu-camarines-sur-bicol-canaman
"‘Quedan’ affecting the Visayas, Bicol","The outer rain bands of Tropical Storm Quedan (international name Saola) will bring cloudy skies with scattered rains and thunderstorms over the Visayas, the Bicol region and the provinces of Aurora and Quezon, the state weather bureau said Thursday.

The storm was last spotted 1,250 km east of Casiguran, Aurora, the Philippine Atmospheric, Geophysical and Astronomical Services Administration said.

Quedan continued to track northwest at 21 kilometers per hour. It blew winds of 80 kph and gusts of up to 95 kph.

An intertropical convergence zone affecting Palawan and Mindanao will bring cloudy skies with scattered rain and thunderstorms

Metro Manila and the rest of Luzon will have partly cloudy to cloudy skies with isolated light rain. ",26/10/2017,https://newsinfo.inquirer.net/940596/breaking-news-quedan-visayas-bicol-saola-weather-pagasa
Yucot is new OCD director in Bicol,"LEGAZPI CITY – The Office of Civil Defense (OCD) in Bicol has welcomed Claudio Yucot, the former commanding general of the Philippine Army’s 901st Infantry Brigade (IB) in Albay, as its new regional director.

Yucot, who hails from Pili town in Camarines Sur, said on Monday that his appointment was signed by President Rodrigo Duterte on September 27, 2017.

“I’m very honored to serve Bicol region again. This is payback time since the Bicolanos have been good to me,” he said.

Yucot replaced Eugene Cabrera of OCD Mindoro, Marinduque, Romblon, Palawan (Mimaropa), who acted as officer-in-charge of OCD Bicol for two months.

Aside from being the commanding officer of 901st IB in Daraga town, Yucot also served as Director of Army Personnel Management Center of Philippine Army at Fort Bonifacio in Metro Manila. ",09/10/2017,https://newsinfo.inquirer.net/936633/office-of-civil-defense-bicol-claudio-yucot
Bad weather expected in northern Luzon and Bicol,"A low pressure area (LPA) made its landfall at Maddela, Quirino, early Sunday morning but was not expected to develop into a typhoon, the state weather bureau said in its forecast.

Philippine Atmospheric, Geophysical, and Astronomical Services Administration (Pagasa) weather forecaster Gener Quitlong said in his 4 a.m. forecast that the LPA was not expected to develop into a typhoon throughout the day.

Due to the LPA, the Bicol Region and the provinces of Cagayan, Apayao, Ilocos Norte, Batanes and the Babuyan group of Islands will experience cloudy skies with moderate to occasionally heavy rain with thunderstorms due to the LPA, Pagasa said.

Pagasa said the LPA would also bring cloudy skies with light to moderate rain with thunderstorms throughout Metro Manila and the rest of Luzon.

The Visayas and Mindanao, meanwhile, will experience partly cloudy to cloudy skies apart from isolated rain showers mostly in the afternoon or evening caused by localized thunderstorms.",08/10/2017,https://newsinfo.inquirer.net/936429/news-pagasa-weather-lpa-luzon-bicol
Naga starts novena for ‘Ina’,"NAGA CITY—The devotion to Our Lady of Peñafrancia, believed to have started in 1710, continues to draw devotees as the nine-day religious fiesta kicked off with the “traslacion” procession here on Friday.

Mayor John Bongat said the city was expecting more than a million devotees to join the novena and other activities from Sept. 8 to 17.

As a yearly occasion, the Peñafrancia fiesta starts with the traslacion or the transfer of the image of “Ina” from the old Peñafrancia shrine to the Metropolitan Naga Cathedral to accommodate devotees.

It is known to be one of the biggest Marian processions in Asia, traditionally and strictly participated in by male devotees called “voyadores.”

Ernie Tatualla, a third year theology student from Virac town in Catanduanes province and a three-time voyador, said his day started at 3 a.m. for the dawn procession.

He said about 30 seminarians joined this year’s traslacion.

At the end of the novena, the image will be taken to its permanent home at the basilica minore in a colorful fluvial procession along Naga River.

SPO2 Tobias Bongon, city police spokesperson, said the Bicol police office sent 1,300 personnel to ensure peace and order during the religious event.

He said the number of peacekeeping forces here could reach 3,000 after the military sent soldiers for the Peñafrancia feast.

A 10-day gun ban in the city was implemented on Friday while serving and drinking liquor along the procession route was prohibited.

Bongon said the police encouraged participants in the religious activities to avoid bringing backpacks and refrain from wearing hooded garments that would conceal their faces.

Allen Reondanga, chief of the Naga City Events, Protocol and Public Information Office, said some 200 members of communication groups, more than 600 traffic volunteers and 21 ambulances were deployed in the city to assist devotees. ",09/09/2017,https://newsinfo.inquirer.net/929049/naga-starts-novena-for-ina
Village chief in Camarines Sur shooting incident dies in hospital,"LEGAZPI CITY — A village chief who was shot near his house in San Jose town in Camarines Sur Tuesday night died a few hours later while undergoing treatment in a hospital.

Senior Inspector Romeo Ranara, acting chief of San Jose police, said the victim, Noel Briones, died at around 9 p.m. due to a bullet wound on the head.

Senior Inspector Maria Luisa Calubaquib, information officer of Bicol police, said the village chief was shot by two unidentified gunmen in Barangay (village) San Vicente at around 7 p.m.

Investigation revealed that the victim was walking towards his house when the suspects shot him with a gun of an unknown caliber, hitting him on the head.

The barangay official was brought to Naga City Hospital but he died while undergoing treatment.

The police have yet to determine the motive in the shooting.",23/08/2017,https://newsinfo.inquirer.net/924881/village-chief-in-camarines-sur-shooting-incident-dies-in-hospital
Ex-municipal councilor killed in shooting in Sorsogon,"LEGAZPI CITY — A former municipal councilor was shot dead in Donsol town in Sorsogon province Wednesday morning.

Senior Inspector Maria Luisa Calubaquib, information officer of Bicol police, said Vicente Bonaobra, 65, was shot several times by an unidentified gunman while talking to someone on the phone in front of the gasoline station he owned in Barangay (village) Central at around 6:46 a.m.

The victim died instantly, police said.

The police have yet to determine the motive of the killing.",23/08/2017,https://newsinfo.inquirer.net/924879/ex-municipal-councilor-killed-in-shooting-in-sorsogon
NFA halts rice distribution in Bicol markets due to stock shortage,"LEGAZPI CITY – National Food Authority (NFA) Regional Office in Bicol has temporarily suspended the distribution of rice to public markets due to shortage in its buffer stock.

Edna Reyes-De Guzman, NFA Region V assistant regional manager, said they halted rice distribution several days ago.

“As far as NFA rice is concerned, I would like to inform you that for the whole Bicol region what we have in our warehouses is only good for three days,” she said.

Asked why they decided to halt the distribution of rice to public markets, she said: “Our main concern is food security. We are reserving it. Just in case (we) will experience calamity, praying it won’t happen, we have something to give (evacuees) during the conduct of
relief operations.”

She said the daily consumption requirement of Bicolanos is averaging almost 40,000 sacks of rice.

De Guzman admitted that the buffer stock for Bicol is not enough and could only last for three days with about more than 100,000 sacks of rice available.

On the other hand, she said consumers need not worry because the price of NFA rice in the market remains stable. Consumers can also directly buy from their rolling stores positioned at NFA warehouses.

At Legazpi City public market, where NFA rice is no longer displayed, some retailers are affected due to its lack of supply.

Jean Empig, an NFA retailer, said she is hoping that the supply of NFA rice would normalize soon since there are a lot of customers patronizing the NFA rice.

“Many of them are complaining. Maybe because they can’t afford to buy the commercial rice which is quite costly compared to NFA rice,” she said.

Market Administrator Julius Del Rosario said the lack of supply of NFA rice has been observed for almost two months already.

“This problem should be resolved very soon. We pity our consumers who only prefer to buy NFA rice which is the only cheapest one,” he said.",29/06/2017,https://newsinfo.inquirer.net/909765/nfa-halts-rice-distribution-in-bicol-markets-due-to-stock-shortage
"Bicol braces for floods, landslides as LPA brings rains","LEGAZPI CITY, Albay—Various disaster councils across Bicol were placed on heightened alert on Saturday as the Low Pressure Area in the vicinity of Coron Island in Palawan province brought moderate rains that could trigger flash floods, mudflows and landslides to low-lying areas and mountain slopes in the region.

 
Blanche Gobenciong, Office of Civil Defense (OCD) regional director and concurrent Regional Disaster Risk Reduction and Management Council (RDRRMC) chair, issued an advisory to all Provincial Disaster Risk Reduction and Management Office (PDRRMO) to ready disaster pre-emptive measures for the effects of the weather disturbance to the communities here.

The issuance of a weather alert status was prompted by the weather bulletin given by the local weather bureau stating that the 12-hour rainfall to occur on Saturday would bring light to moderate rains and thunderstorms that would produce floods, mudflows, and landslides affecting low-lying areas specifically major river channels and tributaries including mountain slopes.

River channels likely to be affected include: Cabuyan, Bato and Pajo rivers in Catanduanes; Labo, Daet and Basud rivers in Camarines Norte; Lower Kilbay, Catabangan, Ragay, Tinalmud, Tamban and Lagonoy rivers in Camarines Sur; Lower Donsol, Ogod, Putiao, Cadacan, Banuang-Duan, Fabrica and Matnog rivers in Sorsogon; Lanang, Mapayawan, Mandaoang, Asid, Malbag, Guiom, Nainday, Daraga, Nauco and Baleno rivers in Masbate; and Quenali and upper Donsol river in Albay.

The advisory warned residents living in low-lying areas to take precautionary measures against possible swelling of rivers and occurrence of landslides in mountain slopes. Residents were also advised to evacuate immediately as an emergency response action once the situation worsens.",10/06/2017,https://newsinfo.inquirer.net/904280/bicol-braces-for-floods-landslides-as-lpa-brings-rains
Comebacking ‘sili’ king and new ‘queen’ shine in Magayon Festival,"LEGAZPI CITY, Albay — For Jomar Balderama and Mary Jane Sorro, the newly crowned “Sili King” and “Sili Queen,” joining the Hot-aw sa Kaonan (chili eating contest) during the “Magayon” Festival meant eating bowls of Bicol Express and Laing made spicier than usual by loads of siling labuyo (chili peppers).

Balderama, who hails from Barangay (village) Tumpa in Camalig town, was also the Sili King in 2012 and 2015.

He said eating and finishing the two bowls of Bicol specialties in just 57 seconds was his fastest time.

“Whenever I join the contest, it really excites me because I would like to test myself if I could bear the hotness of Bicol express and Laing they served,” he said.

The Magayon Festival is a month-long celebration in Albay of its local culture, its way of life and its communities; its natural wonders and tourist spots, especially Mount Mayon; and  its history,
accomplishments and progress as a province.

The sili eating contest spotlights the distinctive spicy cuisine of Albay as part of Bicolandia.

Contestants, divided in the male and female categories, were told to eat and finish two bowls, each containing 250 grams of Bicol express and Laing, without drinking water. The fastest win the title of Sili King and Queen.

Sorro, a resident of Taysan village here and a first timer in the contest, said beating the other nine contenders in the women’s category proved her roots as a Bicolana. Sorro took only a minute and 35 seconds to finish eating the two viands.

“It was very hard chewing and swallowing the food….it is very hot,” she said.

Asked what she would do with the P10,000 cash prize she said she “will buy school supplies for my kids and basic things needed at home.”


Aspiring sili kings down two bowls of Bicol specialties packed with siling labuyo or chili pepper at the 2017 Magayon Festival on May 23, 2017. (PHOTO BY MICHAEL JAUCIAN / INQUIRER SOUTHERN LUZON)

Sheree Longaza, event coordinator said the sili eating contest, which started in 1999, was the highlight of the Magayon Festival.

“There were changes in the mechanics in the previous years, contestants were asked to eat pure siling labuyo, but now we converted it into viands but still loaded with siling labuyo,” she said.

She said before they allowed the contestants to join the contest, they check if their blood pressure rates were normal.

A Singaporean tourist called “Jappah” tried the challenge (open category), and found the experience enjoyable.

“My God! The siling labuyo is very spicy! I encourage everybody to take the challenge,” he said.

Dorothy Fernandez-Colle, Albay tourism officer, said the Hot-aw Kaonan contest has been a way to promote authentic Bicol cuisine.",10/06/2017,https://newsinfo.inquirer.net/904104/comebacking-sili-king-and-new-queen-shine-in-magayon-festival
"Almost 1,000 stranded in Bicol ports due to ‘Crising’","GUINOBATAN, Albay—As Tropical Depression “Crising” maintained her strength and moved closer to land, 962 passengers were left stranded Saturday morning in ports in Albay, Camarines Sur, and Sorsogon, a report from the Philippine Coast Guard (PCG) Bicol said.

At least ten marine vessels, four motor boats, and 146 rolling cargoes were still in Guijalo Port in Camarines Sur, Tabaco Port in Albay, and Pilar Port and Matnog Port in Sorsogon. The PCG has canceled all trips within Bicol ports as early as 8 p.m. Friday.

Storm signal no. 1 has been raised over Albay, Sorsogon, Camarines Sur, Masbate, and ten other areas outside Bicol.",15/04/2017,https://newsinfo.inquirer.net/889234/almost-1000-stranded-in-bicol-ports-due-to-crising
LPA  to dampen Holy Week break,"MANILA — A low pressure area east of Mindanao is expected to enter the Philippine area of responsibility on Thursday (Apr. 13) and bring rains in the eastern Visayas and portions of southern Luzon over the weekend.

In a press briefing on Wednesday, the Philippine Atmospheric Geophysical and Astronomical Services Administration (PAGASA) said the LPA, that was, as of Wednesday noon, located at 1,415 kilometers east of Mindanao, would make landfall over eastern Visayas by early evening of Saturday, cross the southern Luzon-Visayas area and exit Mindoro by early morning of Monday.

During the weekend, the LPA is expected to dump moderate to ocasionally heavy rains and thunderstorms along its track particularly in the Bicol, Samar and Leyte areas; and bring light to moderate rains and thunderstorms in its peripheries in the rest of southern Luzon, Visayas and Mindanao. Metro Manila may experience light rains starting Sunday afternoon up to Monday morning.

Prior the landfall, the LPA might intensify into a tropical depression packing winds from 45 to 61 kilometers per hour, and would be named “Crising,” said Renito Paciente, PAGASA assistant weather services chief. The LPA, which isn’t packing much water vapor is unlikely to develop into a stronger weather disturbance such as a typhoon, according to Paciente.

Should the LPA develop into a tropical depression, the PAGASA will issue a gale warning prohibiting small sea vessels from taking to sea. This would not affect RORO (roll-on roll-off) services, Paciente said.

The weather and the seas are still expected to be calm until the LPA makes landfall on Saturday. The first effects of the LPA will most likely be felt in the eastern parts of Visayas, Bicol, and Mindanao on Saturday morning.

The last time a tropical cyclone struck during the dry season was in 2014, and it didn’t make landfall, Paciente said. Usually, no tropical cyclones hit the country during April.

“So while we’re on vacation, let’s still be alert,” said Pagasa deputy administrator Landrico Dalida.",12/04/2017,https://newsinfo.inquirer.net/888760/lpa-to-dampen-holy-week-break
Death penalty is ‘anti-poor’ – rights group,"LEGAZPI CITY – A militant human rights group in Bicol said the poor would be the target of abuses should the death penalty bill be passed as a law.

Vince Casilihan, Bayan Bicol spokesperson, said the death penalty is not the solution to crime.

“It has been proven in other countries that having death penalty does not serve as deterrence against crime,” he said, adding that the proposed law is anti-poor. “It will only lead to more human rights violations.”

Some individuals who also learned of the news of the House of Representatives approval of the death penalty bill Tuesday also feared that the reimposition of the capital punishment would be abused
by those in power.

Hermes Miraflor, 66, a real estate broker from Daraga town in Albay, said the proposed bill is discriminatory and self-serving since it only favors incumbent lawbreakers “who are themselves plunderers, murderers, rapists or in short criminals planning to save or exclude themselves from this proposed bill.”

Lawyer Jose Leo Vega from Ligao City, Albay said the bill was hastily passed on the 3rd reading.

“The judge will choose the method of execution. It was only limited to drug pushing… other more heinous crime should have been included such as plunder, rape, treason and murder…,” he said.

“…That there is the possibility for that person, as an act of redemption, to demonstrate his worth to society in some meaningful ways eliminates the need for the death penalty. In itself, a sentence of life imprisonment is a fair and universally tolerated maximum penalty for violators of heinous crimes,” Freddie Tesalona, a native of Lubang, Occidental Mindoro and the founder and executive director of Lubang-Looc International based in New York, said.

But there are also those who believe the revival of the death penalty is essential.

Marcial Tuanqui, Director Albay Chamber of Commerce, said the death penalty bill should be approved “as we need such punishment for hardened criminals and to deter others from committing serious
crimes.”

“The essence of the law is in its implementation, strict and serious in a sense. (I’m in) favor of death penalty as long as there will also be a review of the justice system,” said Don Zian Encarnacion, college professor, City of Calapan.",08/03/2017,https://newsinfo.inquirer.net/878873/death-penalty-is-anti-poor-rights-group
